ID,TITLE,title_length,word_count,has_year,contains_love
761,critics choice,14,2,0,0
762,double exposure,15,2,0,0
763,THE BRIDE GOES WILD,19,4,0,0
764,BORN TO BE BLUE,15,4,0,0
765,Kill the Trumpet Player (working title),39,6,0,0
766,UNHOLY PARTNERS,15,2,0,0
767,YOU CAN’T ESCAPE FOREVER,24,4,0,0
768,EQUALS,6,1,0,0
769,CERTAIN WOMEN,13,2,0,0
770,AUTHOR: JT LEROY STORY,22,4,0,0
771,THE DEVIL BAT,13,3,0,0
772,AMANDA KNOX,11,2,0,0
773,THE HOODLUM SAINT,17,3,0,0
774,iron moon,9,2,0,0
775,notes on blindness,18,3,0,0
777,MIFUNE,6,1,0,0
778,abattoir,8,1,0,0
778,neruda,6,1,0,0
779,BRAND NEW TESTAMENT,19,3,0,0
779,nocturnal animals,17,2,0,0
780,burn counter,12,2,0,0
781,the black book 2006,19,4,1,0
782,DEATHWISH TWO,13,2,0,0
783,the black book 1949,19,4,1,0
784,the deadly dream,16,3,0,0
785,kisses for my president,23,4,0,0
786,NAKED SOULS,11,2,0,0
787,die wahren memoiren eines internationalen killers,49,6,0,0
788,headline shooter,16,2,0,0
789,the redistributors,18,2,0,0
790,cobain montage of heck,22,4,0,0
791,sid & nancy,11,3,0,0
792,with love from the age of reason,32,7,0,1
793,my nights are more beautiful than your days,43,8,0,0
794,snowed under,12,2,0,0
795,the leading man,15,3,0,0
796,BURDEN OF DREAMS,16,3,0,0
797,the bad and the beautiful,25,5,0,0
798,DOWNFALL,8,1,0,0
799,the legendary life of ernest hemingway,38,6,0,0
800,the strange case of wilhem reich,32,6,0,0
801,poem: i set my foot upon the air and it carried me,50,12,0,0
802,my brilliant career,19,3,0,0
803,deathwatch,10,1,0,0
804,a letter to three wives,23,5,0,0
805,Vi trenger hverandre,20,3,0,0
806,the man who came to dinner,26,6,0,0
807,Das Leben ist Lüge,18,4,0,0
808,king of the newsboys,20,4,0,0
809,the night of january 16th,25,5,0,0
810,newsbreak,9,1,0,0
811,the sorrows of satan,20,4,0,0
812,PHANTOM 1922,12,2,1,0
813,anomalisa,9,1,0,0
814,american pastoral,17,2,0,0
815,pa$$engers,10,1,0,0
816,i am watching you,17,4,0,0
817,THE BELL  JAR 2018,18,4,1,0
818,THE BEGUILED,12,2,0,0
819,practically yours,17,2,0,0
820,the circle,10,2,0,0
821,jason nash is married,21,4,0,0
822,how to talk to girls at parties,31,7,0,0
823,sudden  fear,12,2,0,0
824,s,1,1,0,0
825,touched by fire,15,3,0,0
826,american made,13,2,0,0
827,the greatest showman,20,3,0,0
828,rock that body,14,3,0,0
829,dostoevsky’s travels,20,2,0,0
831,dostoevsky behind bars,22,3,0,0
832,dostoevskiy,11,1,0,0
833,beyond a reasonable doubt,25,4,0,0
834,while the city sleeps,21,4,0,0
835,dead poets society,18,3,0,0
836,delta of venus,14,3,0,0
837,endless poetry,14,2,0,0
838,possession,10,1,0,0
839,the handmaiden,14,2,0,0
840,Seule sur la plage la nuit,26,6,0,0
841,final portrait,14,2,0,0
842,shoot the moon,14,3,0,0
843,angel,5,1,0,0
844,crouching tiger hidden dragon,29,4,0,0
845,Dongju: The Portrait of a Poet (Korea: 동주),42,8,0,0
846,OUR MAN FLINT,13,3,0,0
847,in like flint,13,3,0,0
848,biography of a bachelor girl,28,5,0,0
849,the help,8,2,0,0
850,the post,8,2,0,0
851,last days of disco,18,4,0,0
852,by the sea,10,3,0,0
853,the raven,9,2,0,0
854,edgar a poe buried alive,24,5,0,0
855,hangman 2017,12,2,1,0
856,the girl in the book,20,5,0,0
857,leave her to heaven,19,4,0,0
858,DEAR DICTATOR,13,2,0,0
859,INSIDIOUS CHAPTER THREE,23,3,0,0
860,all the money in the world,26,6,0,0
861,MOLLY'S GAME,12,2,0,0
862,老娘叫譚雅,5,1,0,0
863,WELCOME THE STRANGER,20,3,0,0
864,LUCY,4,1,0,0
865,the vanishing of sydney hall,28,5,0,0
866,BLAME,5,1,0,0
867,the theory of everything,24,4,0,0
868,ANNIHILATION,12,1,0,0
869,SUSPIRA,7,1,0,0
870,tomb raider,11,2,0,0
871,down a dark hall,16,4,0,0
872,book club,9,2,0,0
873,the seagull,11,2,0,0
874,destination wedding,19,2,0,0
875,the sisters brothers,20,3,0,0
876,a private war,13,3,0,0
877,vice,4,1,0,0
878,Based on a True Story,21,5,0,0
879,The Guernsey Literary and Potato Peel Pie Society,49,8,0,0
880,the rebel in the rye,20,5,0,0
881,MARY SHELLLEY,13,2,0,0
882,the imitation game,18,3,0,0
883,colette,7,1,0,0
884,official secrets,16,2,0,0
885,a house in the sky,18,5,0,0
886,the other side of the wind,26,6,0,0
887,they'll love me when I'm dead,29,6,0,1
889,f for fake,10,3,0,0
890,the eyes of orson welles,24,5,0,0
891,"Don’t Worry, He Won’t Get Far on Foot",37,8,0,0
892,becoming astrid,15,2,0,0
893,velvet buzzsaw,14,2,0,0
894,at eternity's gate,18,3,0,0
895,bohemian rhapsody,17,2,0,0
896,the realm,9,2,0,0
897,boy erased,10,2,0,0
898,THE HOUSE THAT JACK BUILT,25,5,0,0
899,rumble fish,11,2,0,0
900,drugstore cowboy,16,2,0,0
901,the dirt,8,2,0,0
902,"Extremely Wicked, Shockingly Evil and Vile",42,6,0,0
903,Tolkien,7,1,0,0
904,The Professor and the Madman,28,5,0,0
905,the professor,13,2,0,0
906,rocketman,9,1,0,0
908,blinded by the light,20,4,0,0
909,satanic panic,13,2,0,0
910,all is true,11,3,0,0
911,text,4,1,0,0
912,Reiz Holivudā,13,2,0,0
913,an accidental studio,20,3,0,0
914,chinese coffee,14,2,0,0
915,cast a deadly spell,19,4,0,0
916,MANK,4,1,0,0
917,the rich are always with us,27,6,0,0
918,vita and virginia,17,3,0,0
920,the joker,9,2,0,0
921,official secrets,16,2,0,0
922,nelly,5,1,0,0
923,the report,10,2,0,0
924,the aspen papers,16,3,0,0
925,who will write our history,26,5,0,0
926,joseph pulitzer voice of the people,35,6,0,0
927,midsommar,9,1,0,0
928,the bookshop,12,2,0,0
929,london fields,13,2,0,0
930,the corpse vanishes,19,3,0,0
931,elizabeth is missing,20,3,0,0
932,vivarium,8,1,0,0
935,coven of evil,13,3,0,0
936,bitter honey,12,2,0,0
937,the roads not taken,19,4,0,0
938,news of the world,17,4,0,0
939,A MOUTHFUL OF AIR,17,4,0,0
940,radioactive,11,1,0,0
941,bombshell,9,1,0,0
942,Kann und muss man jetzt Filme machen?,37,7,0,0
943,letter of introduction,22,3,0,0
944,the sisters,11,2,0,0
945,anais nin observed,18,3,0,0
946,the aspern papers,17,3,0,0
947,the dinner party,16,3,0,0
948,kate can't swim,15,3,0,0
949,misbehaviour,12,1,0,0
950,hannah arendt,13,2,0,0
951,MS slavic 7 ???,15,4,0,0
952,the fox hunter,14,3,0,0
953,night train to venice,21,4,0,0
954,silk,4,1,0,0
954,YOUNG ADULT,11,2,0,0
955,misty button,12,2,0,0
956,dark places,11,2,0,0
957,the feeling of being watched,28,5,0,0
958,summerland,10,1,0,0
959,waiting for the barbarians,26,4,0,0
960,flannery,8,1,0,0
961,the burnt orange heresy,23,4,0,0
962,antebellum,10,1,0,0
963,fatman,6,1,0,0
964,book of blood,13,3,0,0
965,books of blood,14,3,0,0
966,house by the river,18,4,0,0
967,crime wave,10,2,0,0
968,the dry,7,2,0,0
969,grimm love,10,2,0,1
970,"jfk, oliver stone",17,3,0,0
971,main street to broadway,23,4,0,0
972,thoroughbreds,13,1,0,0
973,BLITHE SPIRIT edward hall,25,4,0,0
974,the last sentence,17,3,0,0
975,RUSSIAN ARK,11,2,0,0
976,gogol:the beginning,19,2,0,0
977,gogol:viy,9,1,0,0
978,gogol:a terrible vengeance,26,3,0,0
979,to olivia,9,2,0,0
980,brimstone incorporated,22,2,0,0
981,the world to come,17,4,0,0
982,rifkin's festival,17,2,0,0
983,Одиссея Генри Миллера,21,3,0,0
984,the hating game,15,3,0,0
985,Macbeth  1908,13,2,1,0
986,Macbeth  1916,13,2,1,0
987,Macbeth 1948,12,2,1,0
988,Throne of Blood,15,3,0,0
989,Macbeth 1971,12,2,1,0
990,Macbeth 1978,12,2,1,0
991,Men of Respect,14,3,0,0
992,The Tragedy of Macbeth,22,4,0,0
993,"Scotland, PA",12,2,0,0
994,Maqbool,7,1,0,0
995,Teenage Gang Debs,17,3,0,0
996,joe macbeth,11,2,0,0
997,magnesium,9,1,0,0
998,nightbooks,10,1,0,0
999,bergman island,14,2,0,0
1000,the year of fury,16,4,0,0
1001,secret rites,12,2,0,0
1002,chinese box,11,2,0,0
1003,c'mon c'mon,11,2,0,0
1004,licorice pizza,14,2,0,0
1005,herbert butler: witness to the future,37,6,0,0
1006,nocturne,8,1,0,0
1007,THE GREAT SINNER,16,3,0,0
1008,twenty six days from the life of dostoevsky,43,8,0,0
1009,"the gambler, 1997",17,3,1,0
1010,the eyes of tammy faye,22,5,0,0
1011,the most reluctant convert; the untold story of cs lewis,56,10,0,0
1012,the book of vision,18,4,0,0
1013,"the grateful dead movie, 1977",29,5,1,0
1014,"the other one, the long strange trip of bob weir",48,10,0,0
1015,"the grateful dead , LONG STRANGE TRIP 2017",42,8,1,0
1016,BREAKFAST AT TIFFANY'S,22,3,0,0
1017,EMINENT DOMAIN,14,2,0,0
1018,fear and loathing in las vegas,30,6,0,0
1019,a scanner darkly,16,3,0,0
1020,"The French Dispatch of the Liberty, Kansas Evening Sun",54,9,0,0
1021,"FRANCE (2021, Bruno Dumont)",27,4,1,0
1022,THE LAUREATE,12,2,0,0
1023,WARHUNT,7,1,0,0
1024,THE THREE FIFTYFIVE,19,3,0,0
1025,THE ASSISTANT,13,2,0,0
1026,THE RUSSIA HOUSE,16,3,0,0
1027,THE SEED,8,2,0,0
1028,DEBORAH,7,1,0,0
1029,Track The Man Down,18,4,0,0
1030,York Witches Society,20,3,0,0
1031,The CLash Rude Boy,18,4,0,0
1032,NOT OKAY,8,2,0,0
1033,the world after us,18,4,0,0
1034,WIFE LIKE,9,2,0,0
1035,Luckiest Girl Alive,19,3,0,0
1036,art of love,11,3,0,1
1037,operation mincemeat,19,2,0,0
1038,the gray man,12,3,0,0
1039,write & wrong,13,3,0,0
1040,benediction,11,1,0,0
1041,the house of snails,19,4,0,0
1042,gone in the night,17,4,0,0
1043,the idiot,9,2,0,0
1044,section 8,9,2,0,0
1045,norman mailer in provincetown,29,4,0,0
1046,on the line,11,3,0,0
1047,philip roth unmasked,20,3,0,0
1048,frank & penelope,16,3,0,0
1049,WASP22,6,1,0,0
1050,jfk revisited through the looking glass,39,6,0,0
1051,red book ritual,15,3,0,0
1052,the school of good and evil,27,6,0,0
1053,devil's workshop,16,2,0,0
1054,patti smith electric poet,25,4,0,0
1055,the magus,9,2,0,0
1056,the infernal machine,20,3,0,0
1057,the spy who dumped me,21,5,0,0
1058,the wonder,10,2,0,0
1059,writing with fire,17,3,0,0
1060,platinum blonde,15,2,0,0
1061,next time we love,17,4,0,1
1062,unsilenced,10,1,0,0
1063,vengeance,9,1,0,0
1064,the anchor,10,2,0,0
1065,the letter 1929,15,3,1,0
1065,the black phone,15,3,0,0
1066,earwig,6,1,0,0
1067,out of the shadows,18,4,0,0
1068,romance in style,16,3,0,0
1069,diary of a mad housewife,24,5,0,0
1070,lethal love letter,18,3,0,1
1071,bandit,6,1,0,0
1072,diary of a spy,14,4,0,0
1073,bad reputation,14,2,0,0
1074,de sade,7,2,0,0
1075,the sargossa manuscript,23,3,0,0
1076,the long night,14,3,0,0
1077,his girl friday,15,3,0,0
1078,moonage daydream,16,2,0,0
1079,blonde,6,1,0,0
1080,the wonder,10,2,0,0
1081,biography of a bachelor girl,28,5,0,0
1082,the noel diary,14,3,0,0
1083,charade,7,1,0,0
1084,the menu,8,2,0,0
1085,"tangier, 1946",13,2,1,0
1086,"DECODER, 1984",13,2,1,0
1087,"Burroughs The Movie, 1983",25,4,1,0
1107,The woman in the fifth,22,5,0,0
1112,1408,4,1,1,0
1113,savages,7,1,0,0
1115,peter ibbetson,14,2,0,0
1116,absence of malice,17,3,0,0
1117,final assignment,16,2,0,0
1118,"Babylon, 2022",13,2,1,0
1119,the last thing Mary saw,23,5,0,0
1120,medicinen,9,1,0,0
1121,the long rider,14,3,0,0
1122,brodsky is not a poet,21,5,0,0
1123,gentlemen don't eat poets,25,4,0,0
1124,"the poet,Giedrius Tamosevicius & Vytautas V. Landsbergis",56,7,0,0
1125,they who walked among us,24,5,0,0
1126,the dig,7,2,0,0
1127,the distinguished citizen,25,3,0,0
1128,book club the next chapter,26,5,0,0
1129,イニシェリン島の精霊,10,1,0,0
1130,north Dallas forty,18,3,0,0
1131,"nine girls,1944",15,2,1,0
1132,"little women,1917",17,2,1,0
1133,"little women,1918",17,2,1,0
1134,"little women,1933",17,2,1,0
1135,"little women,1949",17,2,1,0
1136,"little women,1994",17,2,1,0
1137,"little women,2019",17,2,1,0
1138,"the brides, 2018",16,3,1,0
1139,"basic instinct two, michael caton-jones",39,5,0,0
1140,"basic instinct, paul verhoeven",30,4,0,0
1141,"rolling thunder review, a bob dylan story by martin scorsese, 2019",66,11,1,0
1142,the monster project,19,3,0,0
1143,"i am (not) a monster, 2019",26,6,1,0
1144,italian studies,15,2,0,0
1145,brazen,6,1,0,0
1146,townhouse confidential,22,2,0,0
1147,the subtle art of not giving a fuck,35,8,0,0
1148,MANK,4,1,0,0
1149,"cafe society, 2016",18,3,1,0
1150,"cafe society, 1939",18,3,1,0
1151,confessions of a Nazi spy,25,5,0,0
1152,Nazi agent,10,2,0,0
1153,Hitler dead or alive,20,4,0,0
1154,"Dorothea Lange, a visual life, 1995",35,6,1,0
1155,"invasion of the body snatchers, 1978",36,6,1,0
1156,newsies,7,1,0,0
1157,wrestling ernest hemingway,26,3,0,0
1158,Hemingway & geller,18,3,0,0
1159,the paper,9,2,0,0
1160,"the pale blue eye, 2022",23,5,1,0
1161,"fame is the name of the game, 1966",34,8,1,0
1162,network,7,1,0,0
1163,gods and generals,17,3,0,0
1164,brain on fire,13,3,0,0
1165,queer,5,1,0,0
1166,Oppenheimer,11,1,0,0
1167,Le coeur à l'ouvrage,20,4,0,0
1168,The Belle of Amherst,20,4,0,0
1169,"the wild party, 1929",20,4,1,0
1170,"the wild party, 1975",20,4,1,0
1171,the mad writer,14,3,0,0
1172,a Jew must die,14,4,0,0
1173,blindspot,9,1,0,0
1174,the exception,13,2,0,0
1175,and everything is going fine,28,5,0,0
1175,spalding gray: a personal history of the amercian theater,57,9,0,0
1176,son of the gods,15,4,0,0
1177,"THE BRONTE SISTERS, 1979",24,4,1,0
1178,The Secret Diaries of Charlotte Bronte,38,6,0,0
1179,"a little white lie, 2023",24,5,1,0
1180,"SCREAMING MIMI,gerd oswald,1958",31,3,1,0
1181,"the dam on the yellow river, 1960",33,7,1,0
1182,"bless you, prison",17,3,0,0
1183,call me bwana,13,3,0,0
1184,"the alphabet murders, 1965",26,4,1,0
1185,"the girl in the fountain, 2021",30,6,1,0
1186,"the sex thief, 1973, martin campbell",36,6,1,0
1187,the book thief,14,3,0,0
1188,penthouse north,15,2,0,0
1189,the price of admission,22,4,0,0
1190,spinning gold,13,2,0,0
1191,can't stop the music,20,4,0,0
1192,An Alan Smithee Film: Burn Hollywood Burn,41,7,0,0
1193,hacks,5,1,0,0
1194,hollywood uncensored,20,2,0,0
1195,being the ricardos,18,3,0,0
1196,all that i am,13,4,0,0
1197,all that i have,15,4,0,0
1198,shockproof,10,1,0,0
1199,a letter to three wives,23,5,0,0
1200,"The Legend of Lylah Clare, 1968, Robert Aldrich",47,8,1,0
1201,"me, me. and the others,1966",27,5,1,0
1202,"hotel paradiso, 1966",20,3,1,0
1203,"the young rebel,1967",20,3,1,0
1204,"one hundred and one nights,1995",31,5,1,0
1205,"solomon and sheba,1956",22,3,1,0
1206,"the hunchback of notre dame,1956",32,5,1,0
1207,"the hunchback of notre dame,1939",32,5,1,0
1208,"the star maker,1939",19,3,1,0
1209,"swanee river,1939",17,2,1,0
1210,"the return of doctor x,1939",27,5,1,0
1211,"the star maker,1939",19,3,1,0
1212,"it could happen to you,1939",27,5,1,0
1213,"nancy drew star reporter,1939",29,4,1,0
1214,"code of the secret service,1939",31,5,1,0
1215,"hitler beast of berlin,1939",27,4,1,0
1216,"the hitler home movies, 2023",28,5,1,0
1217,"munch, 2023 Henrik Martin Dahlsbakken",37,5,1,0
1218,"the devil in the flesh,1998",27,5,1,0
1219,"the devil in the flesh 2 (teacher's pet),2000",45,8,1,0
1220,past life,9,2,0,0
1221,Seneca - On the Creation of Earthquakes,39,7,0,0
1222,"gentleman's agreement,1947, Elia Kazan",38,4,1,0
1223,"slayers, 2022, K Asher Levin",28,5,1,0
1224,"Hemingway, The Hunter Of Death",30,5,0,0
1225,"wolfen,",7,1,0,0
1226,charlie bubbles,15,2,0,0
1227,alpha beta,10,2,0,0
1228,don't look deeper,17,3,0,0
1229,"the teckman mystery, 1954, Wendy toye",37,6,1,0
1230,the nautical chart,18,3,0,0
1231,the happy prince,16,3,0,0
1232,cat person,10,2,0,0
1233,"Junket Whore, Debbie Melnyk",27,4,0,0
1234,Komikku zasshi nanka iranai!,28,4,0,0
1235,being the ricardos,18,3,0,0
1236,Journal inachevé,16,2,0,0
1237,m3gan,5,1,0,0
1237,wrong move,10,2,0,0
1238,m3gan sequel,12,2,0,0
1238,north face,10,2,0,0
1239,"Es ist nur eine Phase, Hase",27,6,0,0
1240,when you finish saving the world,32,6,0,0
1241,the winter witch,16,3,0,0
1242,dances with wolves,18,3,0,0
1243,my Salinger year,16,3,0,0
1244,six minutes to midnight,23,4,0,0
1245,it happened tomorrow,20,3,0,0
1246,hollywood's hidden lives,24,3,0,0
1247,the book of esther,18,4,0,0
1248,the love club: nicole,21,4,0,1
1249,the Spaniard's curse,20,3,0,0
1250,dovlatov,8,1,0,0
1251,the adventures of saul bellow,29,5,0,0
1252,tchaikovsky-s-wife,18,1,0,0
1253,"the eagle, 1925",15,3,1,0
1254,"the chess player, 1927",22,4,1,0
1255,"tarakanova, 1930",16,2,1,0
1256,"the Scarlett empress, 1934",26,4,1,0
1257,"The rise of Catherine the great, 1934",37,7,1,0
1258,betrayal 1938,13,2,1,0
1259,Katharina I. von Russland 1940,30,5,1,0
1260,"general suvorov,1941",20,2,1,0
1261,"a royal scandal, 1945",21,4,1,0
1262,the mysterious rider 1948,25,4,1,0
1263,"tempest, 1958",13,2,1,0
1264,"the night before Christmas, 1961",32,5,1,0
1265,"Catherine of Russia, 1963 -",27,5,1,0
1266,"great Catherine, 1968",21,3,1,0
1267,"Vechir na Ivana Kupala ,1968",28,5,1,0
1268,"The Adventures of Baron Munchausen,1988",39,5,1,0
1269,"Vivat, gardemariny! 1991",24,3,1,0
1270,Forbidden Paradise 1924,23,3,1,0
1271,gli ultimi fuochi,17,3,0,0
1272,Samson and the Slave Queen,26,5,0,0
1273,a man astray,12,3,0,0
1274,Münchhausen,11,1,0,0
1275,Friedrich Schiller – The Triumph of a Genius,44,8,0,0
1276,bismark – Wolfgang Liebeneiner,30,4,0,0
1277,slaves in bondage– elmer clifton,32,5,0,0
1278,barry |v.gahndi,15,2,0,0
1279,secreteriat,11,1,0,0
1280,my bed zinc,11,3,0,0
1281,bedwin hacker,13,2,0,0
1282,in bed with an elephant,23,5,0,0
1283,in bed with ulysses,19,4,0,0
1284,the Bedford incident,20,3,0,0
1285,three for bedroom c,19,4,0,0
1286,truth or dare,13,3,0,0
1287,"The Murder of Gabby Petito: Truth, Lies and Social Media",56,10,0,0
1288,"chariots of fire, hugh hudson",29,5,0,0
1289,infinity pool,13,2,0,0
1290,the reader,10,2,0,0
1291,the reading,11,2,0,0
1292,a good wife's guide to murder,29,6,0,0
1293,the white crow,14,3,0,0
1294,a house is not a home,21,6,0,0
1295,turn every page,15,3,0,0
1296,miss marx,9,2,0,0
1297,the never list,14,3,0,0
1298,seberg,6,1,0,0
1299,true crime,10,2,0,0
1300,anything else,13,2,0,0
1301,maps to the stars,17,4,0,0
1302,young & beautiful,17,3,0,0
1303,hellbender,10,1,0,0
1304,ON THE EDGE OF THE INHABITABLE WORLD - THE LIFE OF THE POET ARTHUR RIMBAUD,74,15,0,0
1305,"Faust - A German Folktale, F. W. Murnau",39,8,0,0
1306,beetlejuice,11,1,0,0
1307,women talking,13,2,0,0
1308,man trouble,11,2,0,0
1309,monkeybone,10,1,0,0
1310,fear street part one 1994,25,5,1,0
1311,fear street part two 1978,25,5,1,0
1312,fear street part three 1661,27,5,1,0
1313,"bruno reidal, confessions of a murderer",39,6,0,0
1314,the testament of cornelius gulden,33,5,0,0
1315,ich kenn' dich nicht und liebe dich,35,7,0,0
1316,die lustigen weiber,19,3,0,0
1317,springtime in vienna,20,3,0,0
1318,the girl and the legend,23,5,0,0
1319,Die Halbzarte,13,2,0,0
1320,"Die Deutschmeister, 1955",24,3,1,0
1321,sissi,5,1,0,0
1322,sissi - Die junge Kaiserin,26,5,0,0
1323,sissi - Schicksalsjahre einer Kaiserin,38,5,0,0
1324,Mordet på Trotskij,18,3,0,0
1325,a poet in new york,18,5,0,0
1326,a poet in new york,18,5,0,0
1327,The Life After Death Project 3: Seance Encounters,49,8,0,0
1328,Chappaquiddick,14,1,0,0
1329,rogue,5,1,0,0
1330,their finest,12,2,0,0
1331,under fire,10,2,0,0
1332,another woman,13,2,0,0
1333,"tropic of cancer by henry miller, joseph strick",47,8,0,0
1334,Boston Strangler,16,2,0,0
1335,The Magnificent Life of Marcel Pagnol,37,6,0,0
1336,Madame Web,10,2,0,0
1337,small town filmmaker,20,3,0,0
1338,the subterraneans,17,2,0,0
1339,Dream Scenario,14,2,0,0
1340,black phone 2,13,3,0,0
1341,I know exactly how you die,26,6,0,0
1342,red headed woman,16,3,0,0
1343,pepper,6,1,0,0
1344,beat,4,1,0,0
1345,the other fellow,16,3,0,0
1346,consecration,12,1,0,0
1347,the image,9,2,0,0
1348,China Seas,10,2,0,0
1349,tolkien,7,1,0,0
1350,the moment -jane weinstock,26,4,0,0
1351,William Faulkner's Mississippi,30,3,0,0
1352,"love is the news, 1937",22,5,1,1
1353,what lies below,15,3,0,0
1354,woodstock or bust,17,3,0,0
1355,dear zoe,8,2,0,0
1356,judy blume forever,18,3,0,0
1357,rabbit proof fence,18,3,0,0
1358,poet's pub,10,2,0,0
1359,up pompeii,10,2,0,0
1360,a town called love,18,4,0,1
1361,wait with me,12,3,0,0
1362,inside,6,1,0,0
1363,the book of love,16,4,0,1
1364,nothing sacred,14,2,0,0
1365,seven years in tibet,20,4,0,0
1366,kundun,6,1,0,0
1366,The Iron Heel of Oligarchy,26,5,0,0
1367,rhythm in the clouds,20,4,0,0
1368,book of fire,12,3,0,0
1369,El Exorcismo de Carmen Farías,29,5,0,0
1370,hearts of the west,18,4,0,0
1371,plush,5,1,0,0
1372,mccarthy,8,1,0,0
1373,lyra,4,1,0,0
1374,UFO SWEDEN,10,2,0,0
1375,the inner circle,16,3,0,0
1376,linda be good,13,3,0,0
1377,girl from avenue A,18,4,0,0
1378,the fuzzy pink nightgown,24,4,0,0
1379,life upside down,16,3,0,0
1380,Il Padrino parte ii,19,4,0,0
1381,Il Padrino parte iii,20,4,0,0
1382,Фрэнсис и Крестный отец,23,4,0,0
1383,the harrad experiment,21,3,0,0
1384,word of honor,13,3,0,0
1385,elvis and the beauty queen,26,5,0,0
1386,all hail the popcorn king,25,5,0,0
1387,frances,7,1,0,0
1388,in & out,8,3,0,0
1389,the notebook,12,2,0,0
1390,exclusive,9,1,0,0
1391,it pays to advertise,20,4,0,0
1392,following harry,15,2,0,0
1393,big news,8,2,0,0
1394,death machine,13,2,0,0
1395,the Bourne legacy,17,3,0,0
1396,safety in numbers,17,3,0,0
1397,the secret: dare to dream,25,5,0,0
1398,assassins club,14,2,0,0
1399,lost in panic,13,3,0,0
1400,lost in panic cruise,20,4,0,0
1401,seven keys to baldpate,22,4,0,0
1402,dangerous women,15,2,0,0
1403,dangerous blonde,16,2,0,0
1404,The Hard Life of an Adventurer,30,6,0,0
1405,woman on the run,16,4,0,0
1406,footsteps in the dark,21,4,0,0
1407,rich and famous,15,3,0,0
1408,a talent for murder,19,4,0,0
1409,big driver,10,2,0,0
1410,mad holiday,11,2,0,0
1411,newsboy's home,14,2,0,0
1412,publicity madness,17,2,0,0
1413,Bombay Mail,11,2,0,0
1414,the great hotel murder,22,4,0,0
1415,murder on campus,16,3,0,0
1416,hold the press,14,3,0,0
1417,circumstantial evidence,23,2,0,0
1418,the public menace,17,3,0,0
1419,the crime of Helen Stanley,26,5,0,0
1420,the great flirtation,20,3,0,0
1421,white lies,10,2,0,0
1422,full river red,14,3,0,0
1423,fear is the rider,17,4,0,0
1424,oklahoma city,13,2,0,0
1425,nazi america; a secret history,30,5,0,0
1426,blood in the face,17,4,0,0
1427,36 hours,8,2,0,0
1428,"breaking point, 1989",20,3,1,0
1429,channel z; a magnificent obsession,34,5,0,0
1430,the constant nymph,18,3,0,0
1431,death at the love house,23,5,0,1
1432,the corpse came c.o.d.,22,4,0,0
1433,will success spoil rock hudson,30,5,0,0
1434,back in circulation,19,3,0,0
1435,off the record,14,3,0,0
1436,two girls on broadway,21,4,0,0
1437,the office wife,15,3,0,0
1438,voltaire,8,1,0,0
1439,faye,4,1,0,0
1440,our time machine,16,3,0,0
1441,"""11 october 1975""",17,3,1,0
1442,some came running,17,3,0,0
1443,the priests,11,2,0,0
1444,the pope's exorcist,19,3,0,0
1445,exiled to Shanghai,18,3,0,0
1446,booksmart,9,1,0,0
1447,"it's Christmas, Carol!",22,3,0,0
1448,The Magic Garden of Stanley Sweetheart,38,6,0,0
1449,she will rise,13,3,0,0
1450,listen up philip,16,3,0,0
1451,mad to be normal,16,4,0,0
1452,"Brontë Country: The Life and Times of Three Famous Sisters, Emily, Anne & Charlotte Brontë",90,15,0,0
1453,deadly love poetry,18,3,0,1
1454,Ukraine is not a brothel,24,5,0,0
1455,mission to moscow,17,3,0,0
1456,"razors, the return of jack the ripper",37,7,0,0
1457,the last voyage of the demeter,30,6,0,0
1458,who is cletis tout?,19,4,0,0
1459,onlyLOVERSleftalive,19,1,0,1
1460,rosencrantz and guidernstern are dead,37,5,0,0
1461,the second coming of suzanne,28,5,0,0
1462,kippendorf's tribe,18,2,0,0
1463,rothko,6,1,0,0
1464,reflections in the mud,22,4,0,0
1465,stopmotion,10,1,0,0
1466,moon over parador,17,3,0,0
1467,inserts,7,1,0,0
1468,stand by me,11,3,0,0
1469,waltzing with brando,20,3,0,0
1470,the young runaways,18,3,0,0
1471,the old man who read love stories,33,7,0,1
1472,"funny you dont look two hundred, a constitutional vaudeville",60,9,0,0
1473,let them all talk,17,4,0,0
1475,byzantium,9,1,0,0
1476,"""clear all wires!""",18,3,0,0
1477,"""my best friend's exorcism""",27,4,0,0
1478,alexander the last,18,3,0,0
1479,eugenie...the story of her journey into perversion,50,7,0,0
1480,life of chuck,13,3,0,0
1481,the last thing he wanted,24,5,0,0
1482,fletch,6,1,0,0
1483,gunpowder milkshake,19,2,0,0
1484,from straight A's to XXX,24,5,0,0
1485,Judgement At Nuremberg,22,3,0,0
1486,my diary of lies,16,4,0,0
1487,safe in hell,12,3,0,0
1488,strictly modern,15,2,0,0
1489,non-fiction (doubles vies),26,3,0,0
1490,firebrand,9,1,0,0
1491,nearly thirty (casi treinta),28,4,0,0
1492,love s p r e a d s,18,8,0,1
1493,the mind reader,15,3,0,0
1494,haunted honeymoon,17,2,0,0
1495,finger of guilt,15,3,0,0
1496,he knew women,13,3,0,0
1497,root letter,11,2,0,0
1498,pyramid,7,1,0,0
1499,anatomy of a fall,17,4,0,0
1500,six characters in search of an author,37,7,0,0
1501,everything everywhere all at once,33,5,0,0
